"Strategy Name";"Filters result";"Complexity";"# of trades";"Net profit";"Ret/DD Ratio";"Avg. Trade";"Drawdown";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"Stagnation (MC retest, Conf. level 95%)";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 2.9.36";"PASSED";"8";"202";"574.0";"0.3";"2.84";"1916.0";"0.44";"162";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"5.74";"N/A";"0.37";"0.37"
"Strategy 2.13.34";"PASSED";"5";"101";"1117.0";"1.65";"11.06";"675.0";"0.71";"104";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"11.17";"N/A";"1.78";"1.78"
"Strategy 1.5.41";"FAILED";"8";"127";"1582.0";"1.56";"12.46";"1017.0";"0.57";"182";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"15.82";"N/A";"1.95";"1.95"
"Strategy 4.34.37";"FAILED";"8";"164";"319.0";"0.2";"1.95";"1631.0";"0.43";"147";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"3.19";"N/A";"0.22";"0.22"
"Strategy 4.4.45(1)";"PASSED";"8";"141";"1823.0";"3.24";"12.93";"563.0";"0.65";"117";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"18.23";"N/A";"3.62";"3.62"
"Strategy 3.17.48";"FAILED";"8";"147";"1038.0";"0.72";"7.06";"1439.0";"0.43";"182";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"10.38";"N/A";"0.9";"0.9"
"Strategy 4.10.37";"FAILED";"8";"127";"3457.0";"7.93";"27.22";"436.0";"0.79";"50";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"34.57";"N/A";"8.82";"8.82"
"Strategy 3.17.52";"FAILED";"8";"131";"85.0";"0.07";"0.65";"1205.0";"0.65";"182";"";"HullMovingAverage";"BollingerBands,SRPercentRank";"ExitAfterXBars";"0.0";"0.85";"N/A";"0.07";"0.07"
"Strategy 5.14.32";"FAILED";"8";"125";"-322.0";"-0.19";"-2.58";"1674.0";"-0.47";"245";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-3.22";"N/A";"-0.22";"-0.22"
"Strategy 5.14.47";"PASSED";"7";"166";"991.0";"1.42";"5.97";"700.0";"0.62";"98";"";"BBWidthRatio,LinearRegression";"AwesomeOscillator";"ExitAfterXBars";"0.0";"9.91";"N/A";"1.63";"1.63"
"Strategy 2.9.48";"PASSED";"7";"182";"743.0";"0.32";"4.08";"2348.0";"0.33";"147";"";"BarRange,HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"7.43";"N/A";"0.41";"0.41"
"Strategy 2.8.44(1)";"PASSED";"5";"186";"854.0";"0.41";"4.59";"2076.0";"0.43";"152";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"8.54";"N/A";"0.53";"0.53"
"Strategy 4.10.27";"PASSED";"7";"172";"1838.0";"1.83";"10.69";"1007.0";"0.65";"70";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"18.38";"N/A";"2.34";"2.34"
"Strategy 4.12.43(1)";"PASSED";"6";"191";"-17.0";"-0.01";"-0.09";"2432.0";"-0.34";"147";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-0.17";"N/A";"-0.01";"-0.01"
"Strategy 2.9.47";"PASSED";"8";"176";"548.0";"0.4";"3.11";"1368.0";"0.53";"160";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"5.48";"N/A";"0.47";"0.47"
"Strategy 1.18.42";"PASSED";"8";"189";"2169.0";"1.27";"11.48";"1702.0";"0.51";"110";"";"HullMovingAverage";"HullMovingAverage,KeltnerChannel";"ExitAfterXBars";"0.0";"21.69";"N/A";"1.76";"1.76"
"Strategy 1.5.51";"PASSED";"10";"139";"872.0";"0.47";"6.27";"1856.0";"0.52";"70";"";"HullMovingAverage";"BollingerBands,OSMA";"ExitAfterXBars";"0.0";"8.72";"N/A";"0.6";"0.6"
"Strategy 1.18.41";"FAILED";"11";"133";"-237.0";"-0.23";"-1.78";"1013.0";"-0.43";"111";"";"HeikenAshiHigh,SmallestRange";"KeltnerChannel,OSMA";"ExitAfterXBars";"0.0";"-2.37";"N/A";"-0.25";"-0.25"
"Strategy 2.9.38(1)";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 1.5.50";"FAILED";"7";"175";"-617.0";"-0.29";"-3.53";"2164.0";"-0.49";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.17";"N/A";"-0.33";"-0.33"
"Strategy 1.19.37(1)";"PASSED";"8";"151";"903.0";"0.74";"5.98";"1225.0";"0.51";"61";"";"HullMovingAverage,SmallestRange";"HullMovingAverage";"ExitAfterXBars";"0.0";"9.03";"N/A";"0.89";"0.89"
"Strategy 2.9.49";"FAILED";"8";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 1.18.53";"FAILED";"7";"127";"-165.0";"-0.11";"-1.3";"1453.0";"-0.63";"163";"";"HullMovingAverage";"Lowest,SessionHigh";"ExitAfterXBars";"0.0";"-1.65";"N/A";"-0.12";"-0.12"
"Strategy 1.5.31";"FAILED";"8";"125";"-168.0";"-0.1";"-1.34";"1746.0";"-0.6";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-1.68";"N/A";"-0.11";"-0.11"
"Strategy 3.12.44(1)";"FAILED";"8";"124";"-459.0";"-0.28";"-3.7";"1639.0";"-0.47";"174";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-4.59";"N/A";"-0.31";"-0.31"
"Strategy 1.5.35";"FAILED";"6";"141";"4161.0";"6.23";"29.51";"668.0";"0.65";"90";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"41.61";"N/A";"7.52";"7.52"
"Strategy 5.14.38";"PASSED";"6";"126";"2906.0";"2.83";"23.06";"1028.0";"0.58";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"29.06";"N/A";"3.91";"3.91"
"Strategy 4.16.38(1)";"PASSED";"6";"111";"2298.0";"3.0";"20.7";"767.0";"0.66";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"22.98";"N/A";"3.8";"3.8"
"Strategy 3.29.29";"FAILED";"8";"143";"789.0";"0.56";"5.52";"1416.0";"0.45";"181";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"7.89";"N/A";"0.68";"0.68"
"Strategy 1.5.40";"FAILED";"7";"63";"-683.0";"-0.62";"-10.84";"1106.0";"-0.44";"271";"";"BBWidthRatio,HighestInRange";"TEMA";"ExitAfterXBars";"0.0";"-6.83";"N/A";"-0.64";"-0.64"
"Strategy 1.21.29";"FAILED";"7";"106";"-629.0";"-0.4";"-5.93";"1575.0";"-0.46";"245";"";"HullMovingAverage";"HullMovingAverage,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.29";"N/A";"-0.44";"-0.44"
"Strategy 2.13.45";"FAILED";"7";"160";"-751.0";"-0.45";"-4.69";"1686.0";"-0.47";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.51";"N/A";"-0.49";"-0.49"
"Strategy 1.8.31(1)";"PASSED";"8";"178";"1655.0";"1.32";"9.3";"1252.0";"0.51";"70";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"16.55";"N/A";"1.7";"1.7"
"Strategy 1.18.52";"PASSED";"8";"198";"1212.0";"0.49";"6.12";"2492.0";"0.4";"147";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"12.12";"N/A";"0.67";"0.67"
"Strategy 4.20.45";"PASSED";"8";"160";"1443.0";"1.76";"9.02";"820.0";"0.5";"158";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"14.43";"N/A";"2.15";"2.15"
"Strategy 4.20.50";"FAILED";"12";"88";"-692.0";"-0.8";"-7.86";"869.0";"-0.7";"322";"";"ATR,HullMovingAverage";"GannHiLo,SMA,SuperTrend";"ExitAfterXBars";"0.0";"-6.92";"N/A";"-0.81";"-0.81"
"Strategy 2.7.50";"FAILED";"8";"155";"-34.0";"-0.02";"-0.22";"1746.0";"-0.42";"148";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-0.34";"N/A";"-0.02";"-0.02"
"Strategy 4.34.53";"FAILED";"6";"103";"-591.0";"-0.41";"-5.74";"1434.0";"-0.69";"244";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-5.91";"N/A";"-0.44";"-0.44"
"Strategy 3.30.44";"FAILED";"7";"166";"-843.0";"-0.46";"-5.08";"1813.0";"-0.46";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-8.43";"N/A";"-0.51";"-0.51"
"Strategy 2.7.47";"PASSED";"8";"160";"1184.0";"1.25";"7.4";"948.0";"0.69";"160";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"11.84";"N/A";"1.43";"1.43"
"Strategy 3.2.46";"PASSED";"7";"159";"828.0";"0.59";"5.21";"1397.0";"0.47";"110";"";"TEMA";"MTKeltnerChannel,ParabolicSAR";"ExitAfterXBars";"0.0";"8.28";"N/A";"0.71";"0.71"
"Strategy 3.30.49";"PASSED";"8";"165";"1856.0";"3.43";"11.25";"541.0";"0.55";"110";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.56";"N/A";"4.2";"4.2"
"Strategy 2.13.42";"PASSED";"7";"170";"1542.0";"1.27";"9.07";"1210.0";"0.52";"110";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"15.42";"N/A";"1.6";"1.6"
"Strategy 2.13.47";"PASSED";"8";"161";"0.0";"0.0";"0.0";"1436.0";"0.5";"183";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"0.0";"N/A";"0.0";"0.0"
"Strategy 2.25.41";"PASSED";"8";"149";"1072.0";"1.05";"7.19";"1022.0";"0.56";"95";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"10.72";"N/A";"1.26";"1.26"
"Strategy 2.13.44";"PASSED";"8";"179";"1083.0";"1.25";"6.05";"863.0";"0.63";"110";"";"HullMovingAverage";"HullMovingAverage,MTKeltnerChannel";"ExitAfterXBars";"0.0";"10.83";"N/A";"1.49";"1.49"
"Strategy 3.2.50";"PASSED";"6";"104";"2661.0";"5.28";"25.59";"504.0";"0.79";"56";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"26.61";"N/A";"6.01";"6.01"
"Strategy 4.20.41";"PASSED";"5";"116";"1650.0";"4.23";"14.22";"390.0";"0.72";"82";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"16.5";"N/A";"4.85";"4.85"
"Strategy 2.13.41";"PASSED";"8";"137";"1314.0";"1.84";"9.59";"713.0";"0.64";"85";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.14";"N/A";"2.21";"2.21"
"Strategy 2.7.52";"FAILED";"7";"201";"835.0";"0.39";"4.15";"2148.0";"0.33";"148";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"8.35";"N/A";"0.5";"0.5"
"Strategy 4.2.50";"PASSED";"7";"132";"1593.0";"2.14";"12.07";"743.0";"0.61";"117";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"15.93";"N/A";"2.62";"2.62"
"Strategy 4.6.29";"PASSED";"8";"157";"1499.0";"1.87";"9.55";"803.0";"0.68";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"14.99";"N/A";"2.26";"2.26"
"Strategy 2.13.49";"PASSED";"8";"175";"-20.0";"-0.01";"-0.11";"2169.0";"-0.4";"173";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-0.2";"N/A";"-0.01";"-0.01"
"Strategy 1.21.30";"PASSED";"7";"160";"786.0";"0.85";"4.91";"928.0";"0.54";"110";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"7.86";"N/A";"0.98";"0.98"
"Strategy 4.19.50";"PASSED";"8";"204";"657.0";"0.4";"3.22";"1634.0";"0.36";"147";"";"ATR,HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"6.57";"N/A";"0.49";"0.49"
"Strategy 3.13.33(1)(1)";"FAILED";"11";"189";"2620.0";"3.34";"13.86";"785.0";"0.7";"110";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"26.2";"N/A";"4.43";"4.43"
"Strategy 5.24.46";"FAILED";"6";"162";"-625.0";"-0.36";"-3.86";"1723.0";"-0.4";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-6.25";"N/A";"-0.4";"-0.4"
"Strategy 4.20.28";"PASSED";"6";"124";"1238.0";"1.36";"9.98";"912.0";"0.66";"65";"";"HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"12.38";"N/A";"1.64";"1.64"
"Strategy 3.30.33";"PASSED";"7";"175";"344.0";"0.2";"1.97";"1744.0";"0.49";"118";"";"HullMovingAverage,SmallestRange";"BarDayOfWeekIsNot";"ExitAfterXBars";"0.0";"3.44";"N/A";"0.22";"0.22"
"Strategy 3.19.30";"PASSED";"8";"170";"1167.0";"1.62";"6.86";"719.0";"0.68";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"11.67";"N/A";"1.91";"1.91"
"Strategy 4.6.35";"FAILED";"7";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 4.19.37";"PASSED";"8";"148";"1315.0";"1.46";"8.89";"903.0";"0.57";"62";"";"HullMovingAverage,SmallestRange";"HullMovingAverage";"ExitAfterXBars";"0.0";"13.15";"N/A";"1.78";"1.78"
"Strategy 5.6.35";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"LinearRegression,SMA";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 5.24.41";"PASSED";"7";"175";"234.0";"0.18";"1.34";"1289.0";"0.45";"161";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"2.34";"N/A";"0.21";"0.21"
"Strategy 5.6.41";"PASSED";"6";"199";"330.0";"0.18";"1.66";"1837.0";"0.41";"162";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"3.3";"N/A";"0.22";"0.22"
"Strategy 4.24.37";"FAILED";"7";"162";"-656.0";"-0.38";"-4.05";"1729.0";"-0.44";"251";"";"HullMovingAverage";"AwesomeOscillator,BollingerBands";"ExitAfterXBars";"0.0";"-6.56";"N/A";"-0.42";"-0.42"
"Strategy 4.6.44";"FAILED";"8";"175";"-627.0";"-0.25";"-3.58";"2469.0";"-0.46";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.27";"N/A";"-0.3";"-0.3"
"Strategy 4.6.34";"PASSED";"8";"177";"1916.0";"3.3";"10.82";"581.0";"0.73";"63";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"19.16";"N/A";"4.1";"4.1"
"Strategy 4.6.49";"FAILED";"8";"121";"-1072.0";"-0.56";"-8.86";"1903.0";"-0.6";"244";"";"HullMovingAverage";"HullMovingAverage,TEMA";"ExitAfterXBars";"0.0";"-10.72";"N/A";"-0.61";"-0.61"
"Strategy 4.24.38";"PASSED";"8";"218";"1147.0";"1.07";"5.26";"1075.0";"0.66";"120";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"11.47";"N/A";"1.21";"1.21"
"Strategy 4.6.40";"FAILED";"8";"125";"-573.0";"-0.29";"-4.58";"1992.0";"-0.5";"245";"";"HullMovingAverage";"BollingerBands,SMA";"ExitAfterXBars";"0.0";"-5.73";"N/A";"-0.33";"-0.33"
"Strategy 4.19.48";"PASSED";"7";"148";"1283.0";"0.91";"8.67";"1414.0";"0.45";"163";"";"HullMovingAverage";"LinearRegression,ParabolicSAR";"ExitAfterXBars";"0.0";"12.83";"N/A";"1.15";"1.15"
"Strategy 3.2.32";"FAILED";"11";"94";"-139.0";"-0.1";"-1.48";"1370.0";"-0.5";"251";"";"ATR,HullMovingAverage";"GannHiLo,LinearRegression,SMA,SuperTrend";"ExitAfterXBars";"0.0";"-1.39";"N/A";"-0.11";"-0.11"
"Strategy 3.3.35(1)";"PASSED";"8";"132";"1566.0";"2.11";"11.86";"743.0";"0.61";"117";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"15.66";"N/A";"2.57";"2.57"
"Strategy 4.19.32";"PASSED";"6";"185";"621.0";"0.28";"3.36";"2250.0";"0.29";"147";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"6.21";"N/A";"0.36";"0.36"
"Strategy 5.36.27";"FAILED";"8";"108";"600.0";"0.58";"5.56";"1041.0";"0.51";"138";"";"HeikenAshiHigh";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"6.0";"N/A";"0.66";"0.66"
"Strategy 5.6.45";"FAILED";"6";"145";"3705.0";"3.53";"25.55";"1050.0";"0.73";"96";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"37.05";"N/A";"4.14";"4.14"
"Strategy 3.19.33";"FAILED";"6";"134";"4389.0";"5.18";"32.75";"848.0";"0.65";"174";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"43.89";"N/A";"7.62";"7.62"
"Strategy 3.2.34";"FAILED";"5";"221";"-53.0";"-0.05";"-0.24";"1027.0";"-0.58";"184";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"-0.53";"N/A";"-0.05";"-0.05"
"Strategy 5.6.30";"PASSED";"5";"190";"1604.0";"0.97";"8.44";"1646.0";"0.55";"110";"";"LowestInRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"16.04";"N/A";"1.29";"1.29"
"Strategy 1.3.50";"PASSED";"8";"135";"1443.0";"1.85";"10.69";"779.0";"0.63";"78";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"14.43";"N/A";"2.25";"2.25"
"Strategy 4.20.38";"FAILED";"7";"162";"718.0";"0.47";"4.43";"1518.0";"0.46";"245";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"7.18";"N/A";"0.56";"0.56"
"Strategy 3.20.29";"PASSED";"6";"187";"1754.0";"2.29";"9.38";"767.0";"0.59";"105";"";"BarRange,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"17.54";"N/A";"2.85";"2.85"
"Strategy 3.19.44";"PASSED";"6";"153";"1211.0";"2.16";"7.91";"560.0";"0.77";"85";"";"LinearRegression";"LinearRegression";"ExitAfterXBars";"0.0";"12.11";"N/A";"2.32";"2.32"
"Strategy 3.20.27";"PASSED";"6";"130";"291.0";"0.22";"2.24";"1350.0";"0.61";"162";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"2.91";"N/A";"0.25";"0.25"
"Strategy 3.19.43";"PASSED";"8";"172";"968.0";"0.75";"5.63";"1292.0";"0.57";"110";"";"BBRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.68";"N/A";"0.91";"0.91"
"Strategy 3.19.42";"PASSED";"6";"170";"458.0";"0.23";"2.69";"1967.0";"0.33";"148";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"4.58";"N/A";"0.29";"0.29"
"Strategy 5.6.29";"FAILED";"8";"140";"1057.0";"0.75";"7.55";"1408.0";"0.45";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"10.57";"N/A";"0.87";"0.87"
"Strategy 3.2.35";"PASSED";"6";"107";"2048.0";"2.23";"19.14";"919.0";"0.57";"120";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"20.48";"N/A";"2.89";"2.89"
"Strategy 5.6.31";"PASSED";"8";"129";"2669.0";"4.49";"20.69";"595.0";"0.77";"81";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"26.69";"N/A";"5.62";"5.62"
"Strategy 2.15.28(1)";"PASSED";"6";"137";"1062.0";"1.07";"7.75";"994.0";"0.69";"183";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"10.62";"N/A";"1.15";"1.15"
"Strategy 4.6.53";"PASSED";"7";"160";"1819.0";"1.92";"11.37";"946.0";"0.69";"64";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"18.19";"N/A";"2.45";"2.45"
"Strategy 1.3.42";"FAILED";"7";"167";"-1345.0";"-0.7";"-8.05";"1935.0";"-0.57";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-13.45";"N/A";"-0.74";"-0.74"
"Strategy 4.6.50";"FAILED";"8";"175";"-546.0";"-0.25";"-3.12";"2209.0";"-0.48";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-5.46";"N/A";"-0.29";"-0.29"
"Strategy 3.9.38";"PASSED";"8";"170";"498.0";"0.3";"2.93";"1647.0";"0.39";"148";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"4.98";"N/A";"0.37";"0.37"
"Strategy 1.31.50";"FAILED";"8";"175";"-505.0";"-0.26";"-2.89";"1945.0";"-0.46";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-5.05";"N/A";"-0.3";"-0.3"
"Strategy 3.20.34";"FAILED";"7";"159";"-981.0";"-0.55";"-6.17";"1775.0";"-0.6";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-9.81";"N/A";"-0.59";"-0.59"
"Strategy 1.3.48";"PASSED";"6";"177";"1785.0";"1.49";"10.08";"1195.0";"0.58";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"17.85";"N/A";"1.73";"1.73"
"Strategy 5.12.38";"FAILED";"7";"177";"-785.0";"-0.38";"-4.43";"2086.0";"-0.38";"119";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-7.85";"N/A";"-0.42";"-0.42"
"Strategy 3.17.48(1)";"PASSED";"8";"167";"1547.0";"1.99";"9.26";"778.0";"0.75";"69";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"15.47";"N/A";"2.39";"2.39"
"Strategy 5.12.34";"PASSED";"8";"175";"389.0";"0.27";"2.22";"1425.0";"0.5";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"3.89";"N/A";"0.32";"0.32"
"Strategy 1.33.44";"PASSED";"8";"208";"2622.0";"3.66";"12.61";"716.0";"0.63";"70";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"26.22";"N/A";"4.86";"4.86"
"Strategy 3.20.30";"PASSED";"8";"140";"1791.0";"2.47";"12.79";"726.0";"0.57";"142";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"17.91";"N/A";"3.06";"3.06"
"Strategy 4.25.33(1)";"FAILED";"5";"207";"-1195.0";"-0.62";"-5.77";"1917.0";"-0.61";"177";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"-11.95";"N/A";"-0.66";"-0.66"
"Strategy 5.13.42(1)";"PASSED";"8";"185";"94.0";"0.06";"0.51";"1602.0";"0.53";"148";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"0.94";"N/A";"0.07";"0.07"
"Strategy 3.19.48";"PASSED";"8";"169";"1955.0";"2.52";"11.57";"775.0";"0.74";"69";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"19.55";"N/A";"3.18";"3.18"
"Strategy 1.3.45";"FAILED";"8";"125";"-717.0";"-0.38";"-5.74";"1910.0";"-0.54";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-7.17";"N/A";"-0.42";"-0.42"
"Strategy 3.9.46";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 4.6.52";"PASSED";"7";"107";"1370.0";"4.13";"12.8";"332.0";"0.84";"69";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.7";"N/A";"4.39";"4.39"
"Strategy 5.12.41";"FAILED";"7";"150";"-709.0";"-0.37";"-4.73";"1931.0";"-0.32";"117";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"-7.09";"N/A";"-0.41";"-0.41"
"Strategy 5.12.39";"PASSED";"8";"129";"1483.0";"1.72";"11.5";"862.0";"0.68";"124";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"14.83";"N/A";"1.8";"1.8"
"Strategy 3.9.47";"PASSED";"5";"175";"972.0";"1.02";"5.55";"951.0";"0.55";"148";"";"Low";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"9.72";"N/A";"1.21";"1.21"
"Strategy 3.9.45";"PASSED";"6";"112";"732.0";"0.65";"6.54";"1128.0";"0.38";"118";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"7.32";"N/A";"0.77";"0.77"
"Strategy 1.21.48";"FAILED";"10";"132";"-1950.0";"-0.93";"-14.77";"2103.0";"-0.7";"268";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-19.5";"N/A";"-0.94";"-0.94"
"Strategy 4.12.51";"PASSED";"8";"189";"1891.0";"1.4";"10.01";"1353.0";"0.58";"110";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.91";"N/A";"1.84";"1.84"
